Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Y haplogroup (manual curation in ISOGG format)
4586	J2a7-Z2397
1960	..
2151	..
2151	..
2240	n/a (female)
2151	n/a (female)
2151	..
2151	n/a (female)
2151	..
2096	n/a (female)
2151	n/a (female)
2173	n/a (female)
2265	..
2167	..
2100	..
2118	..
2100	n/a (female)
2118	..
10706	..
11868	..
9086	..
4015	n/a (female)
4015	n/a (female)
4006	..
5199	..
5207	..
4702	..
3902	..
14021	..
3497	n/a (female)
3276	..
3112	..
3163	n/a (female)
3181	..
3226	..
3140	n/a (female)
3123	..
3173	..
3023	..
3062	n/a (female)
3128	n/a (female)
3427	n/a (female)
2988	..
3097	..
3111	..
3096	..
5155	n/a (female)
4415	..
4663	..
3868	n/a (female)
4150	..
4150	..
4021	..
4329	..
4247	..
4053	..
5198	..
3650	..
3650	..
3650	..
3650	..
3667	..
3985	..
4076	..
3775	n/a (female)
3735	..
4145	n/a (female)
4170	n/a (female)
3904	..
4020	n/a (female)
3963	..
4185	n/a (female)
4146	..
4347	..
4321	..
4185	n/a (female)
4347	..
4175	..
4081	n/a (female)
4081	n/a (female)
3990	..
3881	n/a (female)
4177	n/a (female)
2244	n/a (female)
2576	n/a (female)
2622	n/a (female)
2409	..
2400	n/a (female)
2741	n/a (female)
2754	..
2674	..
2500	n/a (female)
2249	..
2381	n/a (female)
4348	n/a (female)
4352	..
4237	..
4337	n/a (female)
4331	n/a (female)
2925	..
3234	n/a (female)
3110	..
3122	n/a (female)
2994	..
3088	n/a (female)
3151	..
3434	n/a (female)
3337	..
3500	..
3337	..
3404	..
4196	..
4297	..
5825	n/a (female)
5968	..
5671	n/a (female)
5746	..
5807	..
4177	n/a (female)
5164	n/a (female)
6274	..
6090	..
6132	..
6095	..
5817	n/a (female)
5575	..
5575	..
5575	..
6045	n/a (female)
5396	n/a (female)
4203	..
5723	n/a (female)
4150	..
4150	n/a (female)
4709	n/a (female)
4131	..
4073	n/a (female)
4121	R1b1a1b1a1a2a1b
3824	..
3950	n/a (female)
3875	n/a (female)
3731	..
3945	n/a (female)
3860	n/a (female)
4038	n/a (female)
4212	..
4090	..
12000	n/a (female)
3100	n/a (female)
3198	n/a (female)
2928	..
3216	n/a (female)
3200	..
3490	..
3516	n/a (female)
6815	n/a (female)
6832	n/a (female)
6718	..
6815	n/a (female)
4841	..
4832	n/a (female)
10875	n/a (female)
27614	n/a (female)
29116	n/a (female)
27900	n/a (female)
33150	..
7202	..
7628	n/a (female)
7981	n/a (female)
7716	n/a (female)
7708	n/a (female)
7481	..
16736	I2-M436
2350	n/a (female)
2231	..
2350	..
2350	..
2396	..
2350	n/a (female)
2350	n/a (female)
2050	..
2060	..
2350	n/a (female)
2617	..
2136	..
2675	..
2500	n/a (female)
2614	..
2705	n/a (female)
2226	n/a (female)
2225	n/a (female)
2721	n/a (female)
2229	n/a (female)
2603	n/a (female)
2533	..
2615	..
2342	n/a (female)
2350	..
2072	..
2597	..
2589	..
2594	..
2737	n/a (female)
2610	n/a (female)
2579	..
3234	n/a (female)
2859	D1a2a3a1-CTS11032
4351	n/a (female)
3216	n/a (female)
4003	D1a2a3a-Z1575
3200	D-F1344
4032	D1a2a3a-Z1570
5526	n/a (female)
5824	..
6221	..
5818	..
6044	n/a (female)
3917	n/a (female)
4385	n/a (female)
3177	..
3177	..
3280	n/a (female)
2782	n/a (female)
3280	n/a (female)
8820	n/a (female)
1818	n/a (female)
4029	J1(xJ1a) 
4345	n/a (female)
4356	J(xJ1,J2a,J2b2a) 
8850	n/a (female)
3344	..
3304	..
3286	n/a (female)
3280	..
3309	..
3234	..
3300	..
3300	n/a (female)
3300	..
3300	n/a (female)
3300	n/a (female)
3300	..
3300	n/a (female)
3300	..
3300	n/a (female)
3385	n/a (female)
3300	n/a (female)
3300	n/a (female)
3300	..
3300	n/a (female)
10050	..
10050	..
9900	..
10050	E(xE2,E1a,E1b1a1a1c2c3b1,E1b1b1b1a1,E1b1b1b2b)
10050	..
3684	..
3439	n/a (female)
1905	..
1886	n/a (female)
1886	n/a (female)
2224	n/a (female)
2223	..
2551	n/a (female)
2226	..
2606	n/a (female)
2585	n/a (female)
5337	..
5396	n/a (female)
5337	..
5143	..
5396	n/a (female)
2578	n/a (female)
2568	..
2557	n/a (female)
2557	..
2553	..
2587	..
4108	n/a (female)
4480	n/a (female)
2621	..
2246	..
2550	n/a (female)
2704	..
2631	..
3614	n/a (female)
4577	n/a (female)
2554	..
4890	..
3684	..
2300	n/a (female)
2300	R1a1a1b2
2603	..
2563	..
2816	n/a (female)
4042	..
2297	..
5164	n/a (female)
4937	n/a (female)
4921	n/a (female)
4918	..
3622	n/a (female)
3250	n/a (female)
3150	n/a (female)
3234	n/a (female)
2994	..
3100	n/a (female)
3732	..
3695	n/a (female)
3674	n/a (female)
3631	..
3715	..
3761	n/a (female)
3695	n/a (female)
3724	n/a (female)
3642	n/a (female)
4328	..
4046	..
5021	n/a (female)
3575	..
3551	n/a (female)
3522	..
3508	..
3503	..
3674	n/a (female)
3656	n/a (female)
3715	..
3432	n/a (female)
3668	..
3343	n/a (female)
3700	n/a (female)
3656	n/a (female)
3631	..
3656	n/a (female)
3631	n/a (female)
3500	..
3573	n/a (female)
3649	n/a (female)
3632	..
3796	n/a (female)
3626	..
3743	..
3658	..
3562	..
3522	n/a (female)
3484	..
3609	n/a (female)
3456	..
3508	..
2675	..
3536	..
3695	n/a (female)
3487	n/a (female)
3425	..
3449	..
3439	n/a (female)
3603	..
3924	n/a (female)
3562	n/a (female)
3445	..
2224	..
2549	n/a (female)
2333	..
1899	..
2584	n/a (female)
2739	n/a (female)
2654	..
2350	..
2739	n/a (female)
2241	..
2350	..
2350	..
2234	n/a (female)
2350	..
2592	..
2300	n/a (female)
2400	..
2300	n/a (female)
2300	n/a (female)
2300	..
2226	n/a (female)
2350	n/a (female)
2300	n/a (female)
2350	n/a (female)
2300	..
2300	n/a (female)
1948	..
2476	n/a (female)
3100	n/a (female)
3396	..
3497	..
3216	..
3450	..
2677	..
2587	..
2550	..
2603	n/a  (sex unknown)
2769	n/a (female)
2550	..
2475	..
2616	n/a (female)
2585	n/a (female)
2400	n/a (female)
2550	..
2618	..
2537	..
2596	..
2500	n/a (female)
2550	..
2619	..
3318	n/a (female)
2612	..
2583	n/a (female)
2600	n/a (female)
2221	..
2500	..
2069	n/a (female)
2150	n/a (female)
2311	..
2201	..
2700	n/a (female)
3968	..
2977	..
2911	n/a (female)
3015	..
3042	..
3090	..
3035	..
3954	E2(xE2b); E-M75
3914	n/a (female)
2270	E1b1b1b2b(E-M293,E-M293)
3887	CT(CT-M168,CT-M5695)
4450	..
4450	n/a (female)
3499	E1b1b1b2b(E-M293,E-CTS10880)
3536	n/a (female)
2025	n/a (female)
3462	n/a (female)
3475	E(E-M96,E-P162)
2498	A1b(xA1b1b2a); A-P108 (probably E-M13 but not covered)
2493	A1b1b2; A-L427 (probably E-M13 but not covered)
2967	E1b1b1b2b2a1; E-M293
2392	n/a (female)
3241	E1b1b1a1a1b1; E-CTS3282 (within E-V32)
2229	..
2233	..
1969	n/a (female)
2520	E1b1b1b2b2a1; E-M293
2387	..
2452	..
4200	..
4200	..
2600	E1b1b1b2b; E-V1515 (probably E-M293 but not covered)
2781	n/a (female)
2240	xBT (Likely A due to ancestral alleles for BT macrohaplogroup)
2236	..
2507	n/a (female)
2346	n/a (female)
4079	..
3943	..
2225	n/a (female)
2255	n/a (female)
2123	..
2373	n/a (female)
2522	n/a (female)
2539	n/a (female)
2202	..
2406	n/a (female)
2151	..
2043	..
2372	n/a (female)
2063	..
2209	..
2300	n/a (female)
2229	..
1976	..
2065	..
2060	..
2149	..
2328	n/a (female)
7872	..
2987	..
5951	..
2633	..
2423	..
2433	..
2298	..
2600	n/a (female)
2616	..
2559	n/a (female)
2473	..
2637	..
2697	n/a (female)
7958	..
7441	..
7248	..
7646	..
7074	..
6718	..
8489	..
7670	..
7369	n/a (female)
7370	..
7637	n/a (female)
7970	..
7677	..
7033	..
9218	..
8316	n/a (female)
7033	R1b1b
8316	n/a (female)
7677	R1b1b
4842	n/a (female)
4842	n/a (female)
6164	n/a (female)
6071	..
5997	n/a (female)
6071	..
6109	..
5972	n/a (female)
5946	n/a (female)
1984	..
2027	..
1946	n/a (female)
2123	..
2043	n/a (female)
2159	..
2720	..
2720	n/a (female)
2487	n/a (female)
2385	..
2385	..
2385	..
2385	n/a (female)
2385	..
2415	..
2385	..
2385	..
2385	n/a (female)
3750	n/a (female)
3650	n/a (female)
3750	n/a (female)
3650	..
3775	..
42846	n/a (female)
2819	..
3036	n/a (female)
2846	..
3300	..
6569	n/a (female)
7110	..
6123	n/a (female)
6150	..
6150	n/a (female)
6263	..
6150	n/a (female)
6150	..
2653	..
4495	..
4528	n/a (female)
4842	n/a (female)
3880	..
7823	..
8276	n/a (female)
8025	..
8025	..
8025	..
3169	..
3050	..
2250	..
2071	..
2343	..
2250	n/a (female)
2250	..
2550	..
2550	n/a (female)
2591	n/a (female)
2586	..
2550	n/a (female)
2607	n/a (female)
2550	..
2591	n/a (female)
2550	n/a (female)
2658	..
2550	n/a (female)
2800	n/a (female)
2614	..
2550	n/a (female)
7792	..
6700	n/a (female)
3150	n/a (female)
5150	n/a (female)
5156	n/a (female)
5150	n/a (female)
5156	n/a (female)
2408	n/a (female)
2408	n/a (female)
6039	..
6039	..
4300	..
15500	..
15500	..
8018	n/a (female)
8018	n/a (female)
8895	BT(xCT)
8895	BT(xCT)
8895	BT(xCT)
8018	n/a (female)
4303	..
2459	..
43449	..
3950	n/a (female)
3950	..
3950	..
3950	..
2808	..
2822	..
2875	n/a (female)
2225	..
2231	n/a (female)
2225	n/a (female)
2225	..
2250	n/a (female)
2237	..
2213	..
2254	..
2235	n/a (female)
2749	n/a (female)
2824	..
3450	..
4003	n/a (female)
4450	..
4450	..
4660	n/a (female)
4450	..
3456	n/a  (sex unknown)
3900	n/a (female)
3900	..
3900	..
2797	n/a (female)
5653	n/a (female)
1919	n/a (female)
1993	n/a (female)
1919	n/a (female)
3226	Q1b1a3-L334
5009	..
4996	..
4996	J1a2-CTS11731
5009	R1b1a1b-L773
4625	C2a1a1-Z18161
6529	n/a (female)
7167	n/a (female)
7050	C2a1a1-Z18161
4462	R1b1a1b-PF6419
4472	R1b1a1b-M269
4462	..
4822	C2a1a1-Z18161
4862	n/a (female)
4483	n/a (female)
4862	n/a (female)
4483	n/a (female)
2927	n/a (female)
2368	Q1b1b-Y5084
2270	n/a (female)
2834	n/a (female)
2221	n/a (female)
2286	Q1b1a3a1-L332
2225	R1a1a1b2a2-Z2121
2225	R1a1a1-CTS4259
2220	n/a (female)
2131	Q1b1a3a1-L332
2218	Q1b1a3a1-L332
2239	Q1b1a3a1-L332
2225	R1a1a1b2a2-Z2121
2250	Q1b1a3b-SK1944
2244	Q1a2a-F4793
2226	n/a (female)
2244	R1a1a1b2-Z93
2278	R1a1a1b2a-F3105
2232	n/a (female)
2225	Q1b1a3a1-BZ433
2244	R1a1a1b2a-Z95
2326	..
2222	..
3332	Q1a1a1-F1626
3001	Q1a1a-Z19198
2849	n/a (female)
2923	n/a (female)
2829	n/a (female)
2781	Q1a1a-M265
2949	Q1a1a-F745
2902	Q1a1a-F1340
2700	n/a (female)
2700	Q1b1a3a-YP779
2744	N1a1a1a1a-M1999
2554	n/a (female)
2849	n/a (female)
2630	n/a (female)
1919	C2a1a1b1b-Y11605
2858	n/a (female)
2082	..
2051	n/a (female)
1941	n/a (female)
4466	..
3168	..
3314	..
3131	..
3046	n/a (female)
2930	..
2056	n/a (female)
2051	n/a (female)
2051	n/a (female)
2051	..
2051	..
2176	n/a (female)
2103	..
2051	n/a (female)
2051	..
2051	..
2051	..
2048	..
3110	C2a1a-F1699
3208	Q1b1a3a-Y20260
3198	Q1b1a3-L334
3074	..
3270	n/a (female)
3275	n/a (female)
3295	n/a (female)
2885	n/a (female)
3066	Q1b1a3-L334
3001	Q1a1a-F5129
2921	n/a (female)
3116	O2a2b1a1a1-CTS5866
2921	n/a (female)
2880	..
3055	n/a (female)
3247	..
2983	..
3038	..
3003	n/a (female)
3172	..
3173	..
2900	n/a (female)
3081	..
3229	n/a (female)
3279	n/a (female)
3234	n/a (female)
3255	..
3389	..
3256	n/a (female)
2951	..
3171	n/a (female)
3263	..
2957	..
3410	Q1b1a3-L334
3339	n/a (female)
3332	N1a-M2114
3095	R1a1a1b2a-Z95
3066	R1a1a1b2a-Z95
3347	Q1a1a-Y683.2
3350	n/a (female)
3306	Q1a1a1-F875
3306	..
3824	N1a1a1-CTS7728
3632	Q1b1a3-L334
3722	N-M231
3722	..
3483	n/a (female)
7528	C2a1a1-Z18161
7500	C2a1a1-Z18161
7520	C2a1a1-Z18161
7515	n/a (female)
7504	C2a1a1-Z18161
7480	n/a (female)
34873	n/a (female)
1958	..
1927	..
1927	..
1939	..
3300	..
3239	..
3289	n/a (female)
1952	n/a (female)
3429	n/a (female)
3317	n/a (female)
1978	..
3010	..
2503	..
2525	n/a (female)
2226	..
2232	..
1961	..
2929	..
1942	..
2046	..
2110	n/a (female)
2148	..
3297	n/a (female)
3300	..
2550	n/a (female)
2550	n/a (female)
2950	n/a (female)
4950	..
4950	..
3090	..
3293	n/a (female)
3287	..
3175	n/a (female)
3207	n/a (female)
3300	..
3100	..
3100	n/a (female)
3175	n/a (female)
3300	..
3175	n/a (female)
3300	n/a (female)
3175	..
3300	..
3100	n/a (female)
7210	n/a (female)
7063	..
7098	n/a (female)
6871	..
14221	..
14649	..
14450	..
14500	..
14500	..
14500	..
14455	n/a (female)
5657	n/a (female)
5650	n/a (female)
5650	..
7950	n/a  (sex unknown)
2950	n/a (female)
2775	O-M117
3770	n/a (female)
3985	..
3966	..
3992	..
4030	..
3950	n/a (female)
3763	n/a (female)
4383	R1b1a1b1a1a2e2
4050	..
3770	n/a (female)
3797	n/a (female)
3703	..
3717	n/a (female)
2600	n/a (female)
2500	n/a (female)
1950	..
3060	n/a (female)
2810	n/a (female)
2031	n/a (female)
4250	..
3958	..
3951	..
4039	n/a (female)
4239	..
3381	..
3280	n/a (female)
3257	n/a (female)
3300	n/a (female)
3270	..
3200	..
3400	n/a (female)
3400	..
3429	..
3400	n/a (female)
3400	n/a (female)
3200	n/a (female)
3100	n/a (female)
3112	n/a (female)
2210	n/a (female)
2176	..
4347	R1b1a1
9364	n/a (female)
9364	..
5857	..
2747	n/a (female)
2841	n/a (female)
2710	..
2850	n/a (female)
2821	n/a (female)
2841	n/a (female)
2850	..
2850	..
2751	..
2850	..
2850	..
2850	n/a (female)
3128	n/a (female)
2950	..
1949	n/a (female)
2566	..
2197	..
1944	n/a (female)
2041	..
1926	..
2051	n/a (female)
2242	..
2250	n/a (female)
2227	n/a (female)
2283	n/a (female)
2250	..
2250	n/a (female)
2250	n/a (female)
2250	..
2250	..
2250	n/a (female)
2316	n/a  (sex unknown)
2225	n/a (female)
2850	..
2850	n/a (female)
2850	n/a (female)
2850	..
2850	n/a (female)
2850	n/a (female)
3052	..
2850	n/a (female)
2850	..
2850	n/a (female)
2850	..
2850	n/a (female)
2850	n/a (female)
2850	n/a (female)
2850	n/a (female)
2850	..
2850	..
2850	n/a (female)
2850	..
2850	..
2850	..
2850	..
2850	..
2850	n/a (female)
2809	..
2829	n/a (female)
2850	n/a (female)
2850	..
2850	..
2850	..
2850	..
2850	..
2850	..
2850	..
2903	..
2850	..
2850	n/a (female)
2850	n/a (female)
2850	n/a (female)
2928	..
2850	..
2850	..
2850	n/a (female)
2850	..
2850	n/a (female)
2850	..
2850	n/a (female)
2850	n/a (female)
2850	..
2850	n/a (female)
2850	..
2850	..
2850	..
2850	n/a (female)
2911	n/a (female)
2850	n/a (female)
2850	..
2824	..
2781	n/a (female)
2834	..
2776	n/a (female)
2850	..
2813	n/a (female)
2811	..
2850	..
2850	n/a (female)
2850	n/a (female)
2949	n/a (female)
2850	n/a (female)
2758	..
2850	..
3003	..
2939	..
2904	n/a (female)
2950	..
2911	n/a (female)
2950	..
2950	n/a (female)
2950	n/a (female)
2811	..
3216	..
2950	n/a (female)
2847	n/a (female)
2950	..
2908	n/a (female)
2844	..
3025	..
3281	..
4115	..
9005	n/a (female)
4150	n/a (female)
4105	..
3530	..
5845	..
8625	..
8505	n/a (female)
8450	..
1915	..
6831	..
4266	..
4237	..
3823	n/a (female)
4175	..
4171	n/a (female)
4138	n/a (female)
4228	..
4219	..
4155	..
4284	..
6049	n/a (female)
6263	n/a (female)
6250	n/a (female)
6177	..
6250	..
6074	..
6130	n/a (female)
6250	n/a (female)
4113	..
4130	..
4375	..
4375	..
4663	..
4400	n/a (female)
4375	n/a (female)
4125	..
4663	n/a (female)
4702	..
4155	n/a (female)
3821	n/a (female)
3970	..
4015	n/a (female)
3744	n/a (female)
3786	n/a (female)
3850	..
4667	..
5132	..
4950	n/a (female)
5050	n/a (female)
4950	..
5050	..
4950	..
4950	..
4955	..
4955	..
5132	..
4959	n/a (female)
4724	n/a (female)
4785	n/a (female)
4736	..
4754	..
4904	n/a (female)
4754	n/a (female)
4747	..
4635	..
4672	..
4721	n/a (female)
4765	..
4664	n/a (female)
4721	..
4826	..
4463	n/a (female)
4721	n/a (female)
4725	n/a (female)
4737	n/a (female)
4725	n/a (female)
4725	n/a (female)
4725	..
4773	..
4750	..
4237	n/a (female)
4250	n/a (female)
4250	n/a (female)
4237	n/a (female)
4300	n/a (female)
4400	..
4321	n/a (female)
4321	..
4300	..
4299	..
4300	n/a (female)
4460	n/a (female)
4300	..
4293	..
4300	..
4305	..
4300	..
4300	..
4400	..
5490	n/a (female)
5459	n/a (female)
5467	..
4725	..
4264	n/a (female)
4243	n/a (female)
4650	..
5050	..
5050	n/a (female)
4750	..
4750	..
4650	n/a (female)
4635	..
4924	n/a (female)
5146	n/a (female)
5165	..
4866	..
4650	..
4450	..
4450	n/a (female)
5050	I2a1b
5050	G2a2a1
3900	..
3900	n/a (female)
3900	n/a (female)
8067	n/a (female)
2900	..
2900	n/a (female)
4158	..
4857	..
4200	I2a1b
4200	n/a (female)
5450	I2a1a1a1b
3450	n/a (female)
3546	..
3550	..
3550	..
3550	n/a (female)
4380	n/a  (sex unknown)
4849	n/a  (sex unknown)
5950	n/a (female)
5950	n/a (female)
5950	n/a (female)
5950	..
4914	n/a (female)
4462	n/a (female)
3950	..
3931	..
3950	..
3950	n/a (female)
3958	n/a (female)
3888	..
3950	n/a (female)
3950	..
3950	n/a (female)
5950	..
5950	..
5950	n/a (female)
5950	n/a (female)
5950	..
5950	n/a (female)
5950	..
5950	n/a (female)
5950	..
5950	n/a (female)
5950	n/a (female)
5950	n/a (female)
5950	..
5950	n/a (female)
5950	..
5950	..
5950	..
5950	..
5950	n/a (female)
5950	..
5950	..
5950	n/a (female)
5950	n/a (female)
6191	n/a (female)
5636	..
6006	..
6046	n/a (female)
6090	n/a (female)
6078	n/a (female)
5950	n/a (female)
6086	n/a (female)
6078	n/a (female)
5950	..
6074	..
5972	..
5569	..
5950	..
5950	..
6088	..
5950	n/a (female)
5950	n/a (female)
5950	n/a (female)
5389	n/a (female)
32669	CT
7614	..
7371	n/a (female)
7506	n/a (female)
4250	n/a (female)
7670	n/a (female)
8618	n/a (female)
8704	..
8600	..
9361	..
8927	..
8764	..
9025	n/a (female)
8704	R1b1
8814	..
8825	..
3685	..
3508	n/a (female)
33646	n/a (female)
6722	..
7700	..
6850	n/a (female)
6850	..
7162	..
38033	..
34415	n/a (female)
3651	..
7600	..
4850	n/a (female)
4726	n/a (female)
4850	..
4650	n/a (female)
4879	n/a (female)
5061	n/a (female)
4940	..
4725	..
4707	..
4667	..
4690	n/a (female)
4902	..
5058	..
4897	n/a (female)
4861	n/a (female)
4872	..
4952	..
4928	..
4891	..
4750	..
4450	n/a (female)
4850	n/a (female)
4650	n/a (female)
4757	n/a (female)
4711	n/a (female)
4625	..
4479	..
4479	..
4479	..
4569	..
4569	..
4569	..
4650	n/a (female)
4707	..
4726	n/a (female)
4650	n/a (female)
4707	..
5052	n/a (female)
4531	n/a (female)
16767	..
18036	n/a (female)
6061	..
6115	n/a (female)
3328	..
3550	n/a (female)
3547	n/a (female)
3628	n/a (female)
4251	Q1a2a1c
4350	Q1a2a
4720	Q1a2a
4350	n/a (female)
4380	Q1a2
7922	n/a (female)
4858	Q1a
5525	Q1a2a
5559	Q1a2a
8264	n/a (female)
12711	..
4270	..
4434	..
4067	..
4196	n/a (female)
4300	n/a (female)
3959	..
4300	n/a (female)
4300	..
4064	..
4517	..
4409	n/a (female)
4300	n/a (female)
4300	n/a (female)
3973	..
4239	n/a (female)
4300	n/a (female)
4300	..
4300	..
4065	n/a (female)
6675	n/a (female)
6832	C2a1a-F1788
6652	n/a (female)
7058	n/a (female)
6872	n/a (female)
6954	n/a (female)
6714	..
5625	n/a (female)
7237	n/a (female)
6821	C2a1a-F3927
5605	C2a1a-F1788
6711	C2a1-F3914
6725	n/a (female)
6714	C2a-F3776
6804	n/a (female)
5625	n/a (female)
5625	n/a (female)
5625	..
5625	C2a-F1906
3740	n/a (female)
3725	..
3725	n/a (female)
3725	..
3725	n/a (female)
3725	n/a (female)
2932	n/a (female)
8419	..
7881	..
7800	n/a (female)
7800	n/a (female)
7742	n/a (female)
2062	..
2051	..
1949	..
4717	..
5105	n/a (female)
4850	n/a (female)
6466	J2a
6408	n/a (female)
6508	J
4850	..
4850	..
4850	n/a (female)
5150	..
5187	..
5150	..
3275	J
5300	..
5582	n/a (female)
5385	J2a1
5410	n/a (female)
5550	J2a1
5040	G2a2a
2606	n/a (female)
4505	N1c2b2
4200	n/a (female)
3107	n/a (female)
7620	n/a (female)
7620	n/a (female)
7620	n/a (female)
7650	n/a (female)
7551	n/a (female)
7543	..
7508	n/a (female)
7659	n/a (female)
2324	..
2233	..
2477	n/a (female)
2312	n/a (female)
2436	n/a (female)
2200	..
2200	..
2254	..
2604	..
4598	..
4728	..
7200	n/a (female)
1949	..
2209	..
2142	..
2062	..
2062	..
2250	..
2095	..
2250	n/a (female)
6950	..
2451	..
2451	..
2451	..
2250	n/a (female)
2250	R1b1a1a2a2
1911	..
2229	..
2850	N1a-F1206
4425	n/a (female)
4300	..
4300	n/a  (sex unknown)
4300	..
4300	n/a (female)
4300	n/a  (sex unknown)
4300	..
4300	n/a (female)
4494	n/a (female)
4127	n/a (female)
4502	n/a (female)
4502	..
6550	N1c1a1
4705	n/a (female)
4850	..
4713	..
4850	..
4916	..
4382	..
2248	..
3100	n/a (female)
3293	n/a (not published)
3423	..
3100	..
3285	n/a (female)
3100	n/a (female)
3360	n/a (female)
8450	..
8450	..
8450	..
6788	..
6561	..
6925	..
9775	..
3735	n/a (female)
3225	n/a (female)
3799	n/a (female)
3500	n/a (female)
32650	..
38052	..
38052	..
4170	N1c1a1a
7334	n/a (female)
7379	N1c1a1
4591	..
4713	n/a (female)
4704	n/a (female)
4104	..
5132	Q1a2a
5397	Q1a2a
5126	n/a (female)
5164	n/a (female)
5164	L1
2819	..
2878	..
3234	..
3787	n/a (female)
4341	Q1a2a
4468	Q1a2a
8801	N1c2b2
6762	n/a (female)
16736	n/a (female)
6232	n/a (female)
5132	n/a (female)
5969	Q1a2a1c
4759	n/a (female)
7023	..
7577	n/a (female)
7785	..
7545	N1c
24320	..
3050	n/a (female)
3068	n/a (female)
5711	..
4610	..
4678	..
4350	..
3884	n/a (female)
4720	..
4709	..
4300	..
4350	n/a (female)
4729	..
4695	..
3411	n/a (female)
3000	..
3000	..
2213	n/a (female)
3497	n/a (female)
3490	..
3484	n/a (female)
3463	..
3512	n/a (female)
3484	..
3540	..
3600	..
3600	n/a (female)
3600	..
3600	..
3600	..
3600	n/a (female)
3600	..
3571	n/a (female)
3493	..
3600	..
3391	..
3958	..
3573	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	..
3825	n/a (female)
3825	n/a (female)
3870	..
3825	..
3825	..
3825	..
3825	..
3825	..
3825	..
3825	n/a (female)
3825	..
3825	..
3825	n/a (female)
3825	n/a (female)
3833	..
3830	n/a (female)
3785	..
3825	..
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3739	..
3825	..
3825	..
3825	..
3825	..
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3825	n/a (female)
3765	..
3825	..
3825	..
3825	..
3825	n/a (female)
3825	..
3787	..
3841	..
3814	..
3769	..
3750	..
3704	..
3825	..
4147	..
3943	..
3803	n/a (female)
3815	n/a (female)
4624	n/a (female)
4500	n/a  (sex unknown)
4364	n/a (female)
4605	..
4511	..
4675	R1b1a2a2
4718	R1b1a2a2
4696	R1b1a1a2a
4670	..
4705	..
4361	n/a (female)
4764	n/a (female)
4030	..
3838	..
3750	n/a (female)
4035	n/a (female)
3820	n/a (female)
3900	n/a (female)
3886	n/a (female)
8200	..
4138	..
4154	n/a (female)
4000	..
4942	n/a (female)
4850	..
5074	..
4785	..
5021	..
4752	n/a (female)
5084	..
5003	..
5047	n/a (female)
7544	..
2051	n/a (female)
2051	..
2051	..
2307	..
2150	..
2230	..
2150	..
2150	..
2150	..
2150	..
2150	..
2150	..
2260	..
2300	..
2295	..
2250	..
2250	n/a  (sex unknown)
2150	..
2300	..
2250	..
2016	..
4129	..
4200	..
4200	..
4328	..
4040	..
4200	..
7944	..
7723	n/a (female)
7689	..
7646	..
7840	n/a (female)
7377	..
7299	..
7317	n/a (female)
7240	n/a (female)
7230	..
7274	BT
4556	C2b1
4430	C2b1
4478	Q1a2a
3748	Q1a2
3759	n/a (female)
3931	CT
3945	Q1a2a
3773	Q1a
3614	n/a (female)
4604	CT
6587	n/a (female)
3951	n/a (female)
4168	Q1a2a
3931	CT
4034	Q1a2a
6905	C2b1
6856	BT
4709	Q1a2a1c
11321	n/a (female)
6049	n/a (female)
3475	..
3675	n/a (female)
3675	n/a (female)
3719	n/a (female)
3475	n/a (female)
3475	..
3475	n/a (female)
3475	..
3675	..
3675	..
3675	n/a (female)
3800	..
3675	n/a (female)
3734	..
3661	n/a (female)
3590	n/a (female)
3704	..
3653	..
3648	n/a (female)
3672	..
3754	..
3640	n/a (female)
3590	n/a (female)
3533	..
3721	..
3755	n/a (female)
3791	n/a (female)
3475	..
4477	n/a (female)
4238	..
4510	..
4318	..
6850	..
6088	..
6230	n/a (female)
3945	..
5452	n/a (female)
5397	n/a (female)
5159	..
5201	..
5167	..
5397	n/a (female)
5450	n/a (female)
33209	..
34629	..
34517	..
34323	..
2817	..
2850	n/a (female)
2850	..
2850	..
2850	n/a (female)
2850	..
2850	n/a (female)
2850	n/a (female)
2750	n/a (female)
2750	R1a1a1b
4478	..
4306	n/a (female)
4414	..
8116	n/a (female)
6606	n/a (female)
2818	n/a (female)
44366	..
44366	..
4779	..
4465	..
6255	..
7035	..
4750	..
4615	..
4630	n/a (female)
5820	n/a  (sex unknown)
4630	n/a (female)
4500	n/a (female)
6577	n/a (female)
4665	n/a (female)
5690	n/a (female)
4665	n/a (female)
4812	..
4875	n/a (female)
4819	n/a  (sex unknown)
4285	n/a  (sex unknown)
4277	n/a  (sex unknown)
4130	n/a  (sex unknown)
5617	n/a (female)
5595	..
5454	..
5469	Q1a2 
8321	n/a (female)
31850	..
31850	..
4552	n/a (female)
4646	n/a (female)
4540	n/a (female)
4608	..
4508	..
4383	n/a (female)
4500	..
4500	n/a  (sex unknown)
4500	..
4441	..
4504	..
4526	..
4516	..
4637	..
4430	..
4465	..
4698	n/a (female)
4481	..
6283	..
4312	n/a (female)
4230	n/a (female)
4018	R1b1a1b1a1a2c1
3978	R1b1a1b1a1a2c1
3711	n/a (female)
