Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Y haplogroup (manual curation in ISOGG format)
35208	33678-32771 calBCE (30880±170 BP, GrA-46175)	C1a
27505	25771-25348 calBCE (23260±110 BP, GrA-54026)	n/a (female)
28051	26440-25823 calBCE (23920±100 BP, GrA-46169	n/a (female)
26300	24847-24025 calBCE (22100±100 BP, GrA-59991)	n/a (female)
15077	13305-12976 calBCE (12650±50 BP, GrA-46168)	..
15077	13305-12976 calBCE (12650±50 BP, GrA-46168)	..
11700	10100-9400 BCE	n/a  (sex unknown)
5607	3708-3543 calBCE (4875±25 BP, PSUAMS-7428)	n/a (female)
3860	2017-1778 calBCE (3565±25 BP, PSUAMS-4292)	..
4079	2204-2038 calBCE (3735±20 BP, PSUAMS-2681)	..
4673	2868-2580 calBCE (4125±30 BP, PSUAMS-5127)	..
4472	2574-2469 calBCE (4005±20 BP, UCIAMS-186360)	..
4523	2837-2472 calBCE (4050±30 BP, PSUAMS-1401)	..
4482	2621-2469 calBCE (4025±25 BP, PSUAMS-1403)	n/a (female)
4891	3011-2897 calBCE (4330±20 BP, PSUAMS-4582)	..
4943	3091-2918 calBCE (4390±20 BP, PSUAMS-5896)	n/a (female)
4998	3312-2920 calBCE (4415±25 BP, PSUAMS-1402)	..
5038	3319-2931 calBCE (4430±20 BP, PSUAMS-2333)	..
4757	2894-2701 calBCE (4210±20 BP, UCIAMS-228020)	n/a (female)
4998	3312-2920 calBCE (4415±25 BP, PSUAMS-1402)	..
4868	3011-2881 calBCE (4300±30 BP, PSUAMS-5897)	..
5483	3630-3379 calBCE (4737±22 BP) [R_combine: (4725±25 BP, PSUAMS-3607); (4775±45, UCIAMS-228026)]	n/a (female)
7025	5250-4900 BCE	..
7368	5479-5419 calBCE (6455±30 BP, PSUAMS-3205)	..
7376	5513-5372 calBCE (6485±30 BP, PSUAMS-3206)	..
8775	7050-6600 BCE	n/a (female)
8735	7031-6646 calBCE (7900±35 BP, PSUAMS-4800)	..
9534	7711-7523 calBCE (8565±45 BP, PSUAMS-4290)	..
9301	7472-7192 calBCE (8290±25 BP) [R_combine: (8310±35 BP, UCIAMS-151854); (8270±35 BP, UCIAMS-151855)]	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
985	775-1155 calCE (1060±62 BP, AA84155)	n/a  (sex unknown)
1120	765-940 calCE (1190±25, PSUAMS-2141)	n/a  (sex unknown)
1090	770-965 calCE (1165±25, PSUAMS-2142)	n/a  (sex unknown)
900	900-1200 CE	..
990	900-1025 calCE (1056±23 BP, OxA-31463)	n/a (female)
865	1015-1155 calCE (969±28 BP, OxA-31443)	..
1125	650-1000 CE	..
1100	700-1000 CE	n/a  (sex unknown)
702	1223-1273 calCE (790±20 BP, PSUAMS-10739)	..
1055	700-1090 CE	n/a (female)
1000	900-1000 CE	n/a (female)
1100	700-1000 CE	E1b1a1a1c1a
1100	700-1000 CE	E1b1b1b2b(E- M293,E- CTS10880) 
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
281	1496-1842 CE	..
309	1479-1804 CE	..
3516	1622-1504 calBCE (3335±20 BP, UCIAMS-144538)	..
2183	364-107 calBCE (2203±24 BP, MAMS-28365)	n/a (female)
2073	184-57 calBCE (2145±23 BP, MAMS-28363)	n/a (female)
1339	553-646 calCE (1498±23 BP, MAMS-28359)	n/a (female)
2524	754-408 calBCE (2482±23 BP, MAMS-28361)	n/a (female)
2436	735-391 calBCE (2425±23 BP, MAMS-28358)	..
9650	8250-7150 BCE	n/a (female)
9510	7595-7525 calBCE (8560±30 BP, MAMS-28706)	..
9601	7733-7588 calBCE (8677±27 BP, MAMS-29425)	..
9650	8250-7150 BCE	n/a (female)
9862	8204-7610 calBCE (8840±60 BP, Beta-271249)	..
9247	7467-7086 calBCE (8299±29 BP, MAMS-29423)	..
9573	7733-7544 calBCE (8637±35 BP, MAMS-17190)	n/a (female)
6560	4712-4502 calBCE (5796±32 BP, MAMS-34572)	n/a (female)
6808	4986-4727 calBCE (6009±32 BP, MAMS-34573)	..
5809	3960-3714 calBCE (5092±30 BP, MAMS-34575)	n/a (female)
10107	8290-7961 calBCE (9015±45 BP, OxA-33336)	..
10372	8560-8291 calBCE (9240±50 BP, OxA-X-33335)	..
10070	8281-7956 calBCE (8990±50 BP, OxA-33337)	..
10190	8339-7978 calBCE (9070±45 BP, OxA-X-2663-56)	..
9751	8165-7597 calBCE (8785±50 BP, OxA-X-2677-49)	n/a (female)
4450	3400-1600 BCE	..
4450	3400-1600 BCE	..
6404	4537-4367 calBCE (5632±24 BP, MAMS-28134)	n/a (female)
6353	4451-4354 calBCE (5578±23 BP, MAMS-28135)	n/a (female)
6381	4536-4354 calBCE (5610±40 BP, Poz-83493)	n/a (female)
6288	4445-4253 calBCE (5490±40 BP, Poz-93494)	n/a (female)
6475	4676-4407 calBCE (5690±40 BP, Poz-83662)	n/a (female)
6326	4446-4331 calBCE (5520±30 BP, Beta-432805)	n/a (female)
6400	4600-4300 BCE	..
6448	4602-4403 calBCE (5670±30 BP, Beta-432806)	..
6624	4784-4552 calBCE (5820±30 BP, Beta-432807)	..
6350	4449-4352 calBCE (5565±25 BP, PSUAMS-1812)	n/a (female)
6237	4341-4245 calBCE (5425±25 BP, PSUAMS-1813)	n/a (female)
7293	5468-5225 calBCE (6370±25 BP, PSUAMS-2342)	n/a (female)
6302	4446-4258 calBCE (5500±40 BP, Poz-83501)	..
6458	4606-4447 calBCE (5680±30 BP, Beta-432803)	..
6458	4606-4447 calBCE (5680±30 BP, Beta-432803)	..
6302	4446-4258 calBCE (5500±40 BP, Poz-83501)	..
4450	3000-2000 BCE	n/a (female)
4450	3000-2000 BCE	..
4450	3000-2000 BCE	n/a (female)
4450	3000-2000 BCE	..
4450	3000-2000 BCE	..
4325	2500-2250 BCE	n/a (female)
4325	2500-2250 BCE	n/a (female)
4450	3000-2000 BCE	n/a (female)
5097	3335-2932 calBCE (4445±35 BP, Ly-5515)	..
4959	3098-2914 calBCE (4394±29 BP, OxA-23059)	n/a (female)
5153	3331-3025 calBCE (4458±18 BP) [R_combine: (4470±25 BP, PSUAMS-1814); (4445±25 BP, PSUAMS-8955)]	..
5150	3400-3000 BCE	..
5146	3340-3026 calBCE (4470±30 BP, Ly-5516)	..
4951	3092-2921 calBCE (4396±20 BP, MAMS-26835)	n/a (female)
4950	3300-2700 BCE	..
4550	3000-2200 BCE	n/a (female)
4100	3000-1300 BCE	..
4794	2907-2704 calBCE (4235±25 BP, PSUAMS-1815)	..
4910	3072-2895 calBCE (4340±30 BP, Beta-432797)	..
4325	2500-2250 BCE	n/a (female)
4337	2466-2297 calBCE (3900±25 BP, PSUAMS-8406)	..
4325	2500-2250 BCE	..
5146	3340-3026 calBCE (4470±30 BP, Ly-5516)	..
4096	2278-2038 calBCE (3745±25 BP, PSUAMS-10809)	n/a (female)
4200	2500-2000 BCE	..
4775	2899-2703 calBCE (4220±20 BP, PSUAMS-11536)	..
4895	3011-2898 calBCE (4333±20 BP, MAMS-26834)	..
2850	1100-700 BCE	n/a (female)
2550	700-500 BCE	n/a (female)
2750	1100-500 BCE	..
2750	1100-500 BCE	..
2750	1100-500 BCE	..
2750	1100-500 BCE	n/a (female)
2750	1100-500 BCE	..
2750	1100-500 BCE	..
2750	1100-500 BCE	..
2750	1100-500 BCE	n/a (female)
2750	1100-500 BCE	..
2750	1100-500 BCE	..
2850	1100-700 BCE	n/a (female)
2750	1100-500 BCE	..
2750	900-700 BCE	n/a (female)
2592	771-541 calBCE (2490±20 BP, PSUAMS-4402)	n/a (female)
7617	5723-5623 calBCE (6760±33 BP, OxA-31444)	n/a (female)
1550	300-500 CE	..
2200	300-200 BCE	..
2325	450-300 BCE	..
7550	5800-5400 BCE	n/a (female)
7550	5800-5400 BCE	..
7634	5733-5631 calBCE (6796±36 BP, OxA-32540)	..
7550	5800-5400 BCE	n/a (female)
7976	6073-5985 calBCE (7160±30 BP, PSUAMS-2341)	..
7550	5800-5400 BCE	n/a (female)
7839	5983-5793 calBCE (7000±30 BP, PSUAMS-2340)	n/a (female)
7550	5800-5400 BCE	..
7839	5983-5793 calBCE (7000±30 BP, PSUAMS-2340)	n/a (female)
7550	5800-5400 BCE	..
7550	5800-5400 BCE	..
7550	5800-5400 BCE	..
7634	5733-5631 calBCE (6796±36 BP, OxA-32540)	..
7976	6073-5985 calBCE (7160±30 BP, PSUAMS-2341)	..
825	1000-1250 CE	n/a (female)
797	1051-1217 calCE (895±15 BP, PSUAMS-8331)	n/a (female)
1014	889-989 calCE (1120±20 BP, PSUAMS-2222)	..
3639	1866-1615 calBCE (3400±30 BP, Beta-432796)	..
7892	6059-5839 calBCE (7070±50 BP, Poz-81119)	n/a (female)
7725	6100-5450 BCE	n/a (female)
7725	6100-5450 BCE	..
7725	6100-5450 BCE	..
7883	6057-5805 calBCE (7060±50 BP, Poz-81112)	n/a (female)
7503	5621-5481 calBCE (6615±30 BP, PSUAMS-1836)	..
7610	5723-5571 calBCE (6750±40 BP, Poz-81117)	..
7641	5734-5641 calBCE (6810±25 BP, PSUAMS-2690)	n/a (female)
7725	6100-5450 BCE	n/a (female)
7899	6025-5847 calBCE (7075±37 BP, OxA-32777)	..
7900	6000-5900 BCE	..
7892	6059-5839 calBCE (7070±50 BP, Poz-81119)	n/a (female)
7883	6057-5805 calBCE (7060±50 BP, Poz-81112)	n/a (female)
7610	5723-5571 calBCE (6750±40 BP, Poz-81117)	..
6533	4684-4494 calBCE (5735±31 BP, OxA-24041)	..
6566	4714-4506 calBCE (5766±36 BP, OxA 13848)	..
6569	4687-4546 calBCE (5768±19 BP) [R_combine: (5787±30 BP, OxA-13688); (5755±24 BP, OxA-13688)]	n/a (female)
6462	4589-4453 calBCE (5689±20 BP) [R_combine: (5720±29 BP, OxA-13685); (5662±27 BP, MAMS-15095)]	..
6434	4550-4368 calBCE (5657±30 BP, OxA-13692)	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a  (sex unknown)
0	present	n/a  (sex unknown)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
7913	6058-5889 calBCE (7090±35 BP, PSUAMS-6308)	A00
7820	5980-5771 calBCE (6985±30 BP, PSUAMS-6307)	B
3097	1217-1055 calBCE (2940±20 BP, PSUAMS-6309)	B2b
3135	1277-1059 calBCE (2970±25 BP, PSUAMS-6310)	n/a (female)
7913	6058-5889 calBCE (7090±35 BP, PSUAMS-6308)	A00
7820	5980-5771 calBCE (6985±30 BP, PSUAMS-6307)	B
3097	1217-1055 calBCE (2940±20 BP, PSUAMS-6309)	B2b
3135	1277-1059 calBCE (2970±25 BP, PSUAMS-6310)	n/a (female)
7820	5980-5771 calBCE (6985±30 BP, PSUAMS-6307)	..
7820	5980-5771 calBCE (6985±30 BP, PSUAMS-6307)	B
7913	6058-5889 calBCE (7090±35 BP, PSUAMS-6308)	A00
7913	6058-5889 calBCE (7090±35 BP, PSUAMS-6308)	A00
3097	1217-1055 calBCE (2940±20 BP, PSUAMS-6309)	B2b
6502	4678-4453 calBCE (5710±40 BP, Beta-317343)	..
676	1231-1295 calCE (740±20 BP, UCIAMS-107246)	..
667	1223-1384 calCE (729±38 BP, D-AMS-22506)	..
625	1200-1450 CE	..
625	1200-1450 CE	n/a (female)
625	1200-1450 CE	n/a (female)
625	1200-1450 CE	..
625	1200-1450 CE	..
400	1458-1637 calCE (351±40 BP, D-AMS-22504)	n/a (female)
625	1200-1450 CE	n/a (female)
4842	2914-2877 calBCE (4267±22 BP, D-AMS-22505)	n/a (female)
5666	3796-3641 calBCE (4940±40 BP) [R_combine: (5110±40 BP, CMC-1635, Beta-194927); (4690±40 BP, CMC-1666, Beta-202619)]	n/a (female)
800	800-1500 CE	..
1550	1-800 CE	..
1755	50-340 calCE (2325±15 BP, UCIAMS-86237)	..
1550	1-800 CE	..
600	1100-1600 CE	..
851	1031-1159 calCE (951±26 BP)	E1b1b1b1a1 E-M183 
992	892-1022 calCE (1082±26 BP)	n/a (female)
1014	884-994 calCE (1116±26 BP)	n/a (female)
1137	704-887 calCE (1216±27 BP)	E1b1b1b1a1 E-M183 
1324	593-660 calCE (1421±28 BP)	E1b1b1b1a1 E-M183 
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
80000	98050-58050 BCE	n/a  (sex unknown)
0	present	..
5531	3646-3527 calBCE (4817±28 BP, MAMS-14945)	..
5814	3954-3773 calBCE (5050±29 BP, MAMS-14949)	..
2549	756-416 calBCE (2457±29 BP, SUERC-96764)	n/a (female)
2483	749-403 calBCE (2425±29 BP, SUERC-96766)	..
2084	337-52 calBCE (2118±24 BP, SUERC-96204)	n/a (female)
2058	174-45 calBCE (2097±23 BP, SUERC-96202)	n/a (female)
1990	170 calBCE - 90 calCE (2098±29 BP, SUERC-96765)	n/a (female)
4929	3083-2912 calBCE (4373±23 BP, SUERC-96207)	n/a (female)
4935	3088-2914 calBCE (4381±23 BP, SUERC-96206)	I2
4384	2567-2301 calBCE (3987±23 BP, SUERC-96208, marine calibrated)	I2a1b1a2b2
6091	4241-4050 calBCE (5315±21 BP) [R_combine: (5336±24 BP, SUERC-96213); (5263±38 BP, OxA-12542)]	n/a (female)
6048	4228-3968 calBCE (5304±24 BP, SUERC-96212, marine calibrated)	I2a1a2
6057	4234-3979 calBCE (5328±23 BP, SUERC-96214, marine calibrated)	I2a1a2
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	n/a (female)
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
1101	771-958 calCE (1220±15) [R_combine: (1220±20, PSUAMS-1617); (1220±20 BP, PSUAMS-1618)]	n/a (female)
990	795-1115 calCE (1320±20 BP, PSUAMS-1619)	n/a (female)
1000	750-1150 CE	..
6242	4354-4180 calBCE (5480±25 BP, UCIAMS-147105)	..
595	1300-1410 calCE (650±24 BP, UGAMS-3241)	..
825	1040-1210 calCE (950±30 BP, Poz-83481)	..
603	1301-1396 calCE (665±15 BP, PSUAMS-7821)	..
750	1155-1260 calCE (890±20 BP, PSUAMS-6819)	..
11885	10420-9450 calBCE (10415±40 BP, PSUAMS-5282)	..
11885	10420-9450 calBCE (10415±40 BP, PSUAMS-5282)	..
5095	3360-2930 calBCE [union of two dates: (4720±40 BP, Beta-254447); (4680±25 BP, UGAMS-4600)]	..
100	1800-1900 CE	..
645	1230-1380 calCE (760±20 BP, PSUAMS-1870)	..
7293	5634-5051 calBCE	n/a (female)
459	141-1631 calCE (428±46 BP) [R_combine: union of two dates: (B-4996); (B-5006)]	..
100	1800-1900 CE	n/a (female)
100	1800-1900 CE	..
100	1800-1900 CE	..
100	1800-1900 CE	n/a (female)
100	1800-1900 CE	n/a (female)
5130	3364-2933 calBCE (4520±60 BP, Ua-18179)	..
1211	669-854 calCE (1320±30 BP, Beta-413912)	..
858	1024-1155 calCE (1000±30 BP, Beta-413911)	n/a (female)
1000	600-1300 CE	..
775	1048-1266 calCE (910±30 BP, Beta-413909)	..
0	present	..
9241	7458-7088 calBCE (8260±30 BP, BA-152189)	P
9232	7456-7085 calBCE (8255±30 BP, BA-152188)	..
12650	10774-10550 calBCE (10625±40 BP, BA-090406)	n/a (female)
14521	12896-12285 calBCE (12395±35 BP, BA-152178)	C
14174	12371-12101 calBCE (12240±40 BP, BA-090397)	C
19427	17605-17301 calBCE (16090±45 BP, BA-152200)	C2
10628	8782-8560 calBCE (9400±40 BP, BA-090395)	C
10557	8740-8475 calBCE (9345±40 BP, BA-090396)	C
11263	9442-9248 calBCE (9855±40 BP, BA-090400)	DE
10673	8810-8628 calBCE (9445±30 BP, BA-152180)	n/a (Sex Unknown)
11026	9243-8846 calBCE (9655±35 BP, BA-152201)	..
8564	6690-6505 calBCE (7795±35 BP, BA-10193)	n/a (female)
7039	5210-4955 calBCE (6135±35 BP, BA-10196)	C
6321	4445-4270 calBCE (5515±35 BP, BA-090407)	C
6838	4990-4795 calBCE (6000±35 BP, BA-10199)	C
6877	4999-4843 calBCE (6035±25 BP, BA-152173)	n/a (female)
8196	6375-6087 calBCE (7380±35 BP, BA-152183)	C
8368	6465-6276 calBCE (7555±30 BP, BA-152193)	n/a (female)
7308	5471-5226 calBCE (6380±30 BP, BA-152202)	..
6331	4448-4329 calBCE (5525±35 BP, BA-090401)	n/a (female)
7062	5210-5005 calBCE (6160±35 BP, BA-10195)	..
33592	32159-31169 calBCE (29060±170 BP, BA-10197)	n/a (female)
7361	5478-5331 calBCE (6445±40 BP)	n/a (female)
7389	5527-5376 calBCE (6500±30 BP, Beta-500005)	n/a (female)
1786	81-236 calCE (1880±30 BP, Beta-500004)	C2b1a1b1
1800	50-250 CE 	C2b1a1b1
1800	50-250 CE 	C2b1a1b1b
1800	50-250 CE 	C2b1a1b1
5594	3710-3533 calBCE (4866±30 BP)	n/a (female)
0	present	..
0	present	n/a (female)
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	..
0	present	n/a (female)
0	present	..
5250	3550-3050 BCE 	C2e2
5250	3550-3050 BCE 	C2e2
5250	3550-3050 BCE 	n/a (female)
9709	7941-7605 calBCE (8740±30 BP)	..
9125	7527-6705 calBCE (8180±140 BP, MAMS-13530)	..
7827	5981-5778 calBCE (6990±30 BP)	..
7850	5985-5803 calBCE (7010±30 BP)	n/a (female)
7827	5981-5778 calBCE (6990±30 BP)	n/a (female)
7814	5978-5757 calBCE (6980±30 BP)	n/a (female)
8375	6370-6110 calBCE	n/a (female)
8392	6474-6401 calBCE (7590±30 BP)	n/a (female)
338	1510-1798 calCE (270±30 BP)	..
4477	2618-2465 calBCE (4010±30 BP)	n/a (female)
4325	2468-2239 calBCE (3890±30 BP)	..
4505	2663-2469 calBCE (4040±30 BP)	..
4333	2468-2294 calBCE (3900±30 BP)	n/a (female)
4459	2576-2356 calBCE (3980±30 BP)	..
4333	2468-2294 calBCE (3900±30 BP)	..
4472	2578-2463 calBCE (4000±30 BP)	n/a (female)
4477	2618-2465 calBCE (4010±30 BP)	..
4350	2600-2200 BCE	..
4287	2460-2206 calBCE (3860±30 BP)	n/a (female)
4571	2850-2488 calBCE (4070±30 BP)	..
8190	6370-6110 calBCE	..
7575	5640-5610 calBCE	n/a (female)
4550	2850-2350 calBCE	..
4550	2850-2350 calBCE	..
4050	2250-1950 BCE 	C2e1b2
4589	2884-2410 calBCE (4064±79 BP)	O2a2b1a1a1a2a
4050	2250-1950 BCE 	n/a (female)
39565	38896-36130 calBCE (34430±510 BP, BA-03222)	..
1850	50-150 CE 	n/a (female)
1763	120-248 calCE (1852±30 BP)	O2a2b1a1a1a2a
1850	50-150 CE 	n/a (female)
1850	50-150 CE 	n/a (female)
4296	2461-2208 calBCE (3866±32 BP)	O2a2b1a1a
3900	2050-1850 BCE 	n/a (female)
4479	2866-2237 calBCE (3996±83 BP) 	O2a2b1a1a
3900	2050-1850 BCE 	n/a (female)
3900	2050-1850 BCE 	O2a2b1a1a
3900	2050-1850 BCE 	O2a2b1a2a1a3b2b1
3900	2050-1850 BCE 	..
2650	1050-350 BCE 	n/a (female)
2812	916-809 calBCE (2717±30 BP)	..
2650	1050-350 BCE 	C2b1a1b1
3750	2050-1550 BCE 	n/a (female)
3750	2050-1550 BCE 	..
3544	1687-1517 calBCE (3330±30 BP)	O2a1c
5250	3550-3050 BCE 	n/a (female)
5250	3550-3050 BCE 	O2a
5162	3353-3093 calBCE (4497±30 BP)	n/a (female)
5050	3400-2800 BCE	..
5050	3400-2800 BCE	..
5050	3400-2800 BCE	n/a (female)
5050	3400-2800 BCE	n/a (female)
5050	3400-2800 BCE	n/a (female)
5050	3400-2800 BCE	..
5050	3400-2800 BCE	n/a (female)
4785	2906-2702 calBCE (4230±25 BP, XA-15378)	n/a (female)
5050	3400-2800 BCE	n/a (female)
5050	3400-2800 BCE	n/a (female)
5050	3400-2800 BCE	..
2250	400-200 BCE	..
2250	400-200 BCE	..
2227	379-197 calBCE (2215±25 BP)	..
2213	367-155 calBCE (2185±30 BP)	n/a (female)
